Date,Close,High,Low,Open,Volume,Ticker
2010-01-04,6.431897163391113,6.446623652315766,6.382908916146501,6.414465735451717,493729600,AAPL
2010-01-05,6.44301700592041,6.479382603086922,6.409055397550002,6.449629078593121,601904800,AAPL
2010-01-06,6.340531826019287,6.46856277868648,6.333919753827397,6.443016537393572,552160000,AAPL
2010-01-07,6.328810214996338,6.371487735528592,6.282827460801755,6.363974016902019,477131200,AAPL
2010-01-08,6.37088680267334,6.371488301483577,6.283129370186581,6.320395812817892,447610800,AAPL
2010-01-11,6.314686298370361,6.401542487317202,6.264796003925148,6.3955315117776035,462229600,AAPL
2010-01-12,6.242855548858643,6.304467241714201,6.203785414119402,6.287035012483797,594459600,AAPL
2010-01-13,6.330914497375488,6.339329862823668,6.134060272108536,6.247364749292684,605892000,AAPL
2010-01-14,6.294247150421143,6.325203264177633,6.28192505541642,6.314684461310178,432894000,AAPL
2010-01-15,6.189058303833008,6.359465821078557,6.187255011466389,6.33932905631798,594067600,AAPL
2010-01-19,6.462850570678711,6.467358800755475,6.228428625685768,6.261187227110497,730007600,AAPL
2010-01-20,6.363373756408691,6.4781801747506105,6.296352585470449,6.458945455016173,612152800,AAPL
2010-01-21,6.2533745765686035,6.410858921226421,6.227528184995024,6.3738926264781695,608154400,AAPL
2010-01-22,5.943214416503906,6.2362425727079485,5.92548284602539,6.2146038691929455,881767600,AAPL
2010-01-25,6.1031036376953125,6.152091477371567,6.01654760669144,6.086273309479745,1065699600,AAPL
2010-01-26,6.189358711242676,6.422879850921394,6.088376748617638,6.189659259963583,1867110000,AAPL
2010-01-27,6.247663497924805,6.328809238977538,5.996710550965683,6.216707383224007,1722568400,AAPL
2010-01-28,5.989498138427734,6.17613487872311,5.9717665666860675,6.159004404414492,1173502400,AAPL
2010-01-29,5.7722063064575195,6.076955866248523,5.717808195642427,6.043295214434389,1245952400,AAPL
2010-02-01,5.852451324462891,5.890620210171545,5.749365518936888,5.781523430119248,749876400,AAPL
2010-02-02,5.886415004730225,5.900240251957716,5.8118808955770085,5.887918150260909,698342400,AAPL
2010-02-03,5.987695217132568,6.016848043175157,5.843134485660221,5.865675239529576,615328000,AAPL
2010-02-04,5.771906852722168,5.961848838453971,5.757480513410889,5.912559648340441,757652000,AAPL
2010-02-05,5.874391555786133,5.8906211897059055,5.735841780049266,5.7893386596958125,850306800,AAPL
2010-02-08,5.8341169357299805,5.947120823701297,5.830510351828788,5.881302272570791,478270800,AAPL
2010-02-09,5.896330833435059,5.935701514100808,5.8530526179297,5.9032430531051245,632886800,AAPL
2010-02-10,5.864171504974365,5.9086523089934495,5.838325120652372,5.887312951137094,370361600,AAPL
2010-02-11,5.970864295959473,6.003323154863531,5.832314552956517,5.856959145523187,550345600,AAPL
2010-02-12,6.02225923538208,6.0601275817459035,5.875594630739147,5.9540358614069895,655468800,AAPL
2010-02-16,6.113020896911621,6.1217364079160514,6.056518945299154,6.069141589390607,543737600,AAPL
2010-02-17,6.087475776672363,6.140370748857202,6.036683441828206,6.1367641640446,436396800,AAPL
2010-02-18,6.09889554977417,6.127747825701358,6.038486460699521,6.059824617340831,422825200,AAPL
2010-02-19,6.0610270500183105,6.107010200522477,6.044196723375819,6.066737876825547,415469600,AAPL
2010-02-22,6.023460865020752,6.085973810076043,5.986494567334306,6.081165430661595,390563600,AAPL
2010-02-23,5.922478199005127,6.050809709847602,5.881905320461514,6.010837527553492,575094800,AAPL
2010-02-24,6.030674457550049,6.05411646091606,5.9459209015597745,5.957642304509527,460566400,AAPL
2010-02-25,6.070944309234619,6.096790692378811,5.917367549923056,5.932094033519153,665126000,AAPL
2010-02-26,6.149687767028809,6.16621754725171,6.070945999720931,6.082366451119776,507460800,AAPL
2010-03-01,6.2810235023498535,6.296350682231176,6.174631277805684,6.183647336782919,550093600,AAPL
2010-03-02,6.276816368103027,6.33632340583361,6.243455863559168,6.3092744240106535,566546400,AAPL
2010-03-03,6.291242599487305,6.307472232172387,6.249467927827662,6.27952200063702,372052800,AAPL
2010-03-04,6.332717418670654,6.33902894238673,6.270204482806725,6.289740552718408,366041200,AAPL
2010-03-05,6.580366134643555,6.602906895547432,6.450531849408046,6.459848863105257,899620400,AAPL
2010-03-08,6.5842719078063965,6.614626129451996,6.559326761429584,6.612222140584392,429889600,AAPL
2010-03-09,6.70268440246582,6.762191445138996,6.54850651744897,6.561129162672573,920259200,AAPL
2010-03-10,6.757380485534668,6.776615597790606,6.708092115444936,6.727026277805348,596218000,AAPL
2010-03-11,6.777220249176025,6.777220249176025,6.71170261226959,6.729434992779597,405700400,AAPL
2010-03-12,6.81027889251709,6.844239697013196,6.78473265037516,6.833419942157783,416323600,AAPL
2010-03-15,6.727328300476074,6.777217377488597,6.619433325356921,6.773611595683591,493502800,AAPL
2010-03-16,6.745664119720459,6.761592806722505,6.687359250746981,6.737549702435207,446908000,AAPL
2010-03-17,6.735745429992676,6.805771292092223,6.7101995852436405,6.759187433200796,450956800,AAPL
2010-03-18,6.75167179107666,6.762190593894416,6.6903610624990515,6.735141211963199,342109600,AAPL
